sentence,sense_labels,dim1,dim2
"But he is mocked mercilessly by the Sour Kangaroo and the other animals of the jungle, who do not believe him (""Biggest Blame Fool"").
",0,8.154879,2.4687784
"Presented with incriminating evidence and the gravity of the accusations, the Wanli Emperor, in an attempt to spare Lady Zheng, personally presided over the case and laid full blame on the two eunuchs, who were executed along with Zhang Chai.
",1,-2.4080517,1.6867602
"Although Gaston tried to blame Jose Lujan for his miserable existence, he really did love Lujan like a sister, as he admitted to in his final breath.
",2,1.047979,-2.9245574
"In the end, after justifying his deeds and his earlier failures before his sister and sister-in law and other relatives who blame him for sending his own family members to jail and that makes CP absolutely furious, CP plans to leave his house just as he left while he was young.
",2,0.50037605,-3.0072665
"With the album several singles, ""Aku Baik-Baik Saja"" (""I'm Fine""), ""Salahkah Aku Terlalu Mencintaimu"" (""Blame Me For Loving You Too Much"") and ""Jangan Bilang Siapa Siapa"" (""Don't Tell Anyone""), were released.
",0,9.619699,2.6133294
"On Monday, the glee club members arrive at school hung over, and perform the song ""Blame It"".
",0,9.654448,1.6635485
"Abigail manages to meet David and his men before David could reach Nabal and she pleads for David to accept the gifts she has brought with her, and begs that there be no bloodshed, asking to take Nabal's blame herself, and complimenting David by stating that Yahweh would make his dynasty long lasting, and David sinless and divinely protected; as a result of her actions, David recognized that he is about to sin and calls off his threat and sends Abigail home in peace.
",1,-1.2969534,2.6374717
"At the first meeting of the BIP after the war, the attendees voted for a motion proposed by Théodore Ruyssen that laid the blame for the war on Austria and Germany.
",1,-2.1064281,1.5724436
"Roberts is shot and left for dead by Captain Duncan, who later pins the blame on Snead.
",1,-2.2534087,3.0445135
"Among his other credits, Neeley composed music for and appeared in Academy Award winning Director, Robert Altman's film ""A Perfect Couple"" (1979) and performed the music for the TriStar feature film ""Blame It on the Night"", NBC-TV's ""Highway to Heaven"", and ""The Big Blue Marble"" for the Children's Television Network.
",0,10.013722,1.9374746
"Keen on making the life of the Capwell family harder, Keith stopped at nothing to blame any of the members for possible misdeeds, even though he knew they were innocent.
",2,0.34600696,-3.3567982
"Ramos took to his Twitter and Instagram accounts to discuss the controversy surrounding his actions in which he admitted forcing the yellow card against Ajax in the first leg 'was an error and I take the blame 200%'.
",1,-1.7293684,1.5218046
"Vadim (Cyrillic: Вадим) is a Russian, Ukrainian, Romanian, Slovene and Macedonian masculine given name derived either from the Persian ""badian"" (anise or aniseed), or from the ancient Russian word ""volod"" (), meaning ""to rule"" or ""vaditi"" (), meaning ""to blame"".
",2,-0.7574738,-0.01782008
"She then appeared as Alice in ""Blame"", which was shown at the Melbourne International Film Festival, the Cannes Film Festival and the Toronto International Film Festival.
",0,7.739551,1.6823943
"Spencer refused to blame the defeat on a dose of flu from which he had been suffering (and Mans did indeed defeat Spencer again in the 1978 event).
",2,0.18442214,-3.0128064
"But, there was also a large blame of the uterus for completely unrelated conditions.
",1,-0.7674813,1.8065856
"Unbeknownst to Blass, the detective had fabricated the police report and placed the primary blame on go-go music and its concert goers.
",1,-2.2730646,2.5482762
"In particular, Averroes added a moral dimension to the ""Poetics"" by interpreting tragedy as the art of praise and comedy as the art of blame.
",1,-0.64726746,2.001209
"They later arrive late to the next lesson, pie throwing, and Philbert takes all the blame for them being late.
",1,-2.5807023,1.9555172
"Leila made Ash accept the blame for it.
",1,-1.9719799,2.233028
"In 22 career playoff games, he had yet to score a goal and had added a meagre two assists, and took a large portion of the blame for the playoff woes of the Senators, who had been knocked out in the first round three years in a row after excellent regular seasons.
",1,-2.2038598,1.3522631
"When military action targeting these unconventional combatants results in civilian deaths, State actors may blame the deaths on enemy forces who use human shields.
",2,0.29356325,-3.0798452
"The rock that ""Pericles"" struck was uncharted and therefore Simpson and his officers were not to blame.
",2,-1.2691125,-2.0130754
"Cyril Lowe, England's right wing was criticised by the press for not following up, but Poulton placed the blame on his left wing, V.M.H.
",1,-2.3371117,2.3912497
"During the late 1960s, Peale criticized the anti-Vietnam War movement and the perceived laxity of that era, placing the blame on Dr. Spock's books: ""The U.S. was paying the price of two generations that followed the Dr. Spock baby plan of instant gratification of needs.""
",1,-3.0754836,1.9667083
"The FCIC placed significant blame for the crisis on deregulation, reporting: ""We conclude widespread failures in financial regulation and supervision proved devastating to the stability of the nation’s financial markets.
",1,-1.9764287,1.1007198
"I felt sorry for him, but sorrier for myself as the Bonnie Prince who would assuredly bear the blame for the impending debacle.
",1,-2.4527519,1.8247179
"The audience of Maltsev's YouTube channel increased sharply after he stated the following on television:«The boyars are to blame, and the tsar is wonderful.
",2,-0.8111576,-0.507475
"We went back and looked at the prescriptions that had been written, and you want to place some kind of blame—but you can’t.”
",1,-1.6626352,1.9507339
"Parliament exonerated the Commissariat, finding ""no one in the Crimea was to blame.""
",2,-1.0605787,-1.1863554
"Some blame it though on issues between Kligler and other members of the local academia.
",2,1.1328484,-2.8735163
"Once the game was over with Brazil as the new champion, he stood alone and disappointed in his goal; nevertheless he refused to blame his injury for his mistake.
",2,0.44695878,-2.673841
"Up until the 1980s, most of the material published relating to the loss of ""Sydney"" accepted the German interpretation of events (that Burnett was deceived by ""Kormoran""s disguise, and placed his ship in a tactically unsound position) and assigned Burnett various levels of blame for his role in the cruiser's demise.
",1,-1.3604605,0.8456794
"KOSB officers and security sources believed that the IRA unit involved was not locally recruited, putting the blame instead on IRA members from Clogher (County Tyrone) and South Monaghan (in the Republic).
",1,-2.5062447,1.6987774
"Whether the stockmen and shepherds were to blame—as is always said—or whether it was simply the ordinary savage desire for the tempting goods and chattels of the white man, cannot be accurately stated.
",2,-0.12120986,-0.98356074
"If there was a partition in Europe between conservatives and liberals, they contend that some blame must lie with the liberals such as Canning and Palmerston for their failure to compromise as Lord Castlereagh had in 1815.
",1,-1.2169666,1.1349262
"He was worried that he could potentially be attacked in order to direct the resulting blame on the INC. After the interview, he and his family returned to the INC compound.
",1,-1.7298439,2.754571
"As the ones entrusted with the care of the deceased, Paul's family is met with hatred and blame by their neighbors.
",1,-0.76402634,1.3159515
"Historian William Laird Clowes laid blame for the destruction of the convoy on Hotham, stating that his behaviour ""offers additional proof of that officer's unfitness for the very important command with which he had been entrusted.""
",1,-1.5467727,1.1644766
"She put the blame for the failure of Copenhagen on President Barack Obama, and described her own country, Canada, as a ""climate criminal.""
",1,-2.4094663,1.642842
"Blame culture has been suggested as a major source of medical errors.
",-1,2.6333206,6.4179883
